dis,year,month,mday,hour,min,sec,wday,yday
60.72815,2023,12,13,9,23,10,1,347
60.2651,2023,12,13,9,23,11,1,347
62.2545,2023,12,13,9,23,14,1,347
59.7163,2023,12,13,9,23,23,1,347
98.13231,2023,12,13,9,23,24,1,347
96.1086,2023,12,13,9,23,26,1,347
57.16095,2023,12,13,9,23,27,1,347
25.87935,2023,12,13,9,23,28,1,347
55.6346,2023,12,13,9,23,29,1,347
65.42725,2023,12,13,9,23,30,1,347
63.9695,2023,12,13,9,23,31,1,347
29.9439,2023,12,13,9,23,32,1,347
9.4668,2023,12,13,9,23,34,1,347
10.47865,2023,12,13,9,23,35,1,347
43.3895,2023,12,13,9,23,39,1,347
72.45875,2023,12,13,9,23,53,1,347
95.71415,2023,12,13,9,23,56,1,347
39.22205,2023,12,13,9,23,57,1,347
84.84105,2023,12,13,9,24,0,1,347
96.09145,2023,12,13,9,24,2,1,347
91.581,2023,12,13,9,24,3,1,347
61.2255,2023,12,13,9,24,4,1,347
56.5607,2023,12,13,9,24,5,1,347
61.31125,2023,12,13,9,24,6,1,347
61.79145,2023,12,13,9,24,7,1,347
61.2598,2023,12,13,9,24,8,1,347
62.8033,2023,12,13,9,24,9,1,347
60.31655,2023,12,13,9,24,10,1,347
62.30595,2023,12,13,9,24,11,1,347
78.25545,2023,12,13,9,24,12,1,347
83.349,2023,12,13,9,24,13,1,347
84.25796,2023,12,13,9,24,14,1,347
80.8108,2023,12,13,9,24,15,1,347
33.63115,2023,12,13,9,24,16,1,347
56.30345,2023,12,13,9,24,17,1,347
12.05645,2023,12,13,9,24,18,1,347
10.47865,2023,12,13,9,24,19,1,347
12.60525,2023,12,13,9,24,20,1,347
48.9804,2023,12,13,9,24,28,1,347
80.70789,2023,12,13,9,24,29,1,347
71.001,2023,12,13,9,24,30,1,347
76.23175,2023,12,13,9,24,47,1,347
81.7369,2023,12,13,9,24,50,1,347
49.44345,2023,12,13,9,24,52,1,347
29.0178,2023,12,13,9,25,0,1,347
43.7668,2023,12,13,9,25,1,1,347
79.1644,2023,12,13,9,25,16,1,347
86.45315,2023,12,13,9,25,31,1,347
93.27885,2023,12,13,9,27,17,1,347
93.10735,2023,12,13,9,29,20,1,347
94.0506,2023,12,13,9,30,31,1,347
83.91495,2023,12,13,9,32,21,1,347
94.71945,2023,12,13,9,32,22,1,347
59.15035,2023,12,13,9,32,23,1,347
81.2567,2023,12,13,9,32,24,1,347
99.79585,2023,12,13,9,33,5,1,347
99.1613,2023,12,13,9,34,56,1,347
30.0468,2023,12,13,9,35,15,1,347
64.827,2023,12,13,9,38,37,1,347
92.62715,2023,12,13,9,38,38,1,347
29.00065,2023,12,13,9,38,48,1,347
54.1597,2023,12,13,9,41,10,1,347
60.8482,2023,12,13,9,41,52,1,347
61.72285,2023,12,13,9,42,26,1,347
97.755,2023,12,13,9,43,16,1,347
53.14785,2023,12,13,9,45,27,1,347
99.1956,2023,12,13,9,45,46,1,347
18.74495,2023,12,13,10,2,14,1,347
59.2704,2023,12,13,10,2,15,1,347
78.76995,2023,12,13,10,2,25,1,347
93.0216,2023,12,13,10,2,28,1,347
58.18995,2023,12,13,10,11,47,1,347
92.55855,2023,12,13,10,16,51,1,347
92.9873,2023,12,14,9,22,26,2,348
97.22335,2023,12,14,9,22,32,2,348
69.9377,2023,12,14,9,22,41,2,348
95.0796,2023,12,14,9,22,46,2,348
49.99225,2023,12,14,9,23,2,2,348
98.30379,2023,12,14,9,23,13,2,348
99.93304,2023,12,14,9,23,19,2,348
68.51425,2023,12,14,9,23,22,2,348
69.972,2023,12,14,9,23,24,2,348
80.45065,2023,12,14,9,23,25,2,348
89.43725,2023,12,14,9,23,26,2,348
92.07835,2023,12,14,9,23,27,2,348
56.74935,2023,12,14,9,23,29,2,348
63.8323,2023,12,14,9,23,30,2,348
32.5164,2023,12,14,9,23,31,2,348
29.99535,2023,12,14,9,23,32,2,348
27.52575,2023,12,14,9,23,33,2,348
27.97165,2023,12,14,9,23,34,2,348
21.24885,2023,12,14,9,23,35,2,348
18.6935,2023,12,14,9,23,37,2,348
46.8881,2023,12,14,9,23,38,2,348
46.45935,2023,12,14,9,23,39,2,348
40.79985,2023,12,14,9,23,40,2,348
56.16625,2023,12,14,9,23,41,2,348
55.6003,2023,12,14,9,23,42,2,348
29.92675,2023,12,14,9,23,43,2,348
36.701,2023,12,14,9,23,44,2,348
35.672,2023,12,14,9,23,45,2,348
37.64425,2023,12,14,9,23,46,2,348
81.3253,2023,12,14,9,23,47,2,348
56.6636,2023,12,14,9,23,50,2,348
56.1491,2023,12,14,9,23,51,2,348
65.42725,2023,12,14,9,23,52,2,348
49.58065,2023,12,14,9,23,53,2,348
44.36705,2023,12,14,9,23,54,2,348
81.3253,2023,12,14,9,23,55,2,348
65.85599,2023,12,14,9,24,0,2,348
47.93425,2023,12,14,9,24,3,2,348
56.1491,2023,12,14,9,24,4,2,348
53.0964,2023,12,14,9,24,5,2,348
50.02655,2023,12,14,9,24,6,2,348
49.99225,2023,12,14,9,24,7,2,348
54.7428,2023,12,14,9,24,8,2,348
51.03839,2023,12,14,9,24,9,2,348
63.40354,2023,12,14,9,24,10,2,348
60.86535,2023,12,14,9,24,11,2,348
61.9115,2023,12,14,9,24,12,2,348
62.85475,2023,12,14,9,24,13,2,348
62.34025,2023,12,14,9,24,14,2,348
58.22425,2023,12,14,9,24,15,2,348
71.9957,2023,12,14,9,24,16,2,348
68.51425,2023,12,14,9,24,17,2,348
63.88375,2023,12,14,9,24,18,2,348
62.37455,2023,12,14,9,24,20,2,348
60.2651,2023,12,14,9,24,21,2,348
61.24265,2023,12,14,9,24,22,2,348
61.2598,2023,12,14,9,24,23,2,348
76.12885,2023,12,14,9,24,25,2,348
72.56165,2023,12,14,9,24,26,2,348
44.8301,2023,12,14,9,24,27,2,348
44.81295,2023,12,14,9,24,28,2,348
38.19305,2023,12,14,9,24,29,2,348
60.72815,2023,12,14,9,24,30,2,348
56.6293,2023,12,14,9,24,31,2,348
68.03405,2023,12,14,9,24,32,2,348
99.2642,2023,12,14,9,24,33,2,348
30.50985,2023,12,14,9,24,34,2,348
56.20055,2023,12,14,9,24,35,2,348
17.1843,2023,12,14,9,24,36,2,348
98.2009,2023,12,14,9,24,37,2,348
50.09515,2023,12,14,9,24,38,2,348
69.92055,2023,12,14,9,24,39,2,348
87.39639,2023,12,14,9,24,54,2,348
42.8407,2023,12,14,9,24,56,2,348
40.73125,2023,12,14,9,25,0,2,348
94.46219,2023,12,14,9,25,28,2,348
89.0771,2023,12,14,9,25,30,2,348
78.2383,2023,12,14,9,25,31,2,348
64.50115,2023,12,14,9,25,33,2,348
93.05591,2023,12,14,9,25,44,2,348
96.17721,2023,12,14,9,26,13,2,348
98.80115,2023,12,14,9,29,54,2,348
78.7528,2023,12,14,9,29,55,2,348
67.41665,2023,12,14,9,29,56,2,348
31.0758,2023,12,14,9,29,58,2,348
56.06335,2023,12,14,9,29,59,2,348
93.55325,2023,12,14,9,30,0,2,348
90.46625,2023,12,14,9,31,35,2,348
85.28695,2023,12,14,9,31,36,2,348
95.1482,2023,12,14,9,31,37,2,348
89.40295,2023,12,14,9,33,59,2,348
98.784,2023,12,14,9,38,32,2,348
80.7422,2023,12,14,9,38,43,2,348
47.9857,2023,12,14,9,38,44,2,348
56.2177,2023,12,14,9,38,48,2,348
56.74935,2023,12,14,9,38,49,2,348
50.0437,2023,12,14,9,38,50,2,348
56.6636,2023,12,14,9,39,2,2,348
95.73131,2023,12,14,9,39,40,2,348
89.09425,2023,12,14,9,47,39,2,348
72.59595,2023,12,14,9,56,33,2,348
16.65265,2023,12,14,9,57,6,2,348
99.1956,2023,12,14,10,7,51,2,348
92.0955,2023,12,14,10,9,13,2,348
46.35645,2023,12,14,10,9,42,2,348
40.3368,2023,12,14,10,10,57,2,348
27.44,2023,12,14,10,14,21,2,348
57.6926,2023,12,15,9,23,13,3,349
62.8033,2023,12,15,9,23,14,3,349
62.30595,2023,12,15,9,23,15,3,349
73.6078,2023,12,15,9,23,16,3,349
63.47215,2023,12,15,9,23,59,3,349
91.9926,2023,12,15,9,24,21,3,349
93.57039,2023,12,15,9,24,26,3,349
63.33495,2023,12,15,9,24,37,3,349
60.28225,2023,12,15,9,24,38,3,349
96.2115,2023,12,15,9,27,38,3,349
93.10735,2023,12,15,9,28,26,3,349
80.75934,2023,12,15,9,28,29,3,349
57.81265,2023,12,15,9,28,30,3,349
56.6636,2023,12,15,9,28,31,3,349
53.62805,2023,12,15,9,28,32,3,349
59.80205,2023,12,15,9,28,33,3,349
65.3758,2023,12,15,9,28,34,3,349
64.46684,2023,12,15,9,28,35,3,349
67.3995,2023,12,15,9,28,36,3,349
68.97729,2023,12,15,9,28,37,3,349
70.46936,2023,12,15,9,28,38,3,349
69.5261,2023,12,15,9,28,39,3,349
67.5024,2023,12,15,9,28,40,3,349
69.3889,2023,12,15,9,28,41,3,349
67.51955,2023,12,15,9,28,42,3,349
58.2071,2023,12,15,9,28,43,3,349
42.27475,2023,12,15,9,28,44,3,349
53.52515,2023,12,15,9,28,45,3,349
46.39075,2023,12,15,9,28,48,3,349
49.9751,2023,12,15,9,28,49,3,349
49.5292,2023,12,15,9,28,53,3,349
49.51205,2023,12,15,9,28,54,3,349
49.9065,2023,12,15,9,28,56,3,349
50.0094,2023,12,15,9,28,57,3,349
49.54635,2023,12,15,9,28,59,3,349
49.54635,2023,12,15,9,29,0,3,349
44.29845,2023,12,15,9,29,1,3,349
52.15314,2023,12,15,9,29,3,3,349
97.755,2023,12,15,9,29,50,3,349
99.6758,2023,12,15,9,30,3,3,349
93.57039,2023,12,15,9,30,50,3,349
75.66579,2023,12,15,9,32,35,3,349
42.34335,2023,12,15,9,32,36,3,349
49.95795,2023,12,15,9,32,51,3,349
90.3805,2023,12,15,9,33,12,3,349
78.204,2023,12,15,9,33,38,3,349
94.20495,2023,12,15,9,33,41,3,349
96.69169,2023,12,15,9,33,43,3,349
80.82794,2023,12,15,9,33,44,3,349
93.12449,2023,12,15,9,33,45,3,349
65.9589,2023,12,15,9,33,49,3,349
56.0119,2023,12,15,9,33,54,3,349
91.56385,2023,12,15,9,33,57,3,349
90.4491,2023,12,15,9,34,12,3,349
40.7484,2023,12,15,9,34,42,3,349
68.943,2023,12,15,9,34,50,3,349
55.7032,2023,12,15,9,35,37,3,349
56.1491,2023,12,15,9,35,59,3,349
78.73565,2023,12,15,9,36,38,3,349
58.70445,2023,12,15,9,36,39,3,349
66.97075,2023,12,15,9,36,40,3,349
98.28665,2023,12,15,9,37,54,3,349
65.9589,2023,12,15,9,40,38,3,349
48.44875,2023,12,15,9,42,6,3,349
60.1965,2023,12,15,9,42,12,3,349
74.10515,2023,12,15,9,42,13,3,349
76.12885,2023,12,15,9,42,14,3,349
78.18685,2023,12,15,9,42,15,3,349
77.56945,2023,12,15,9,59,35,3,349
44.4528,2023,12,15,10,2,6,3,349
28.96635,2023,12,15,10,2,17,3,349
31.02435,2023,12,15,10,2,18,3,349
39.2392,2023,12,15,10,2,25,3,349
45.4132,2023,12,15,10,4,35,3,349
89.55729,2023,12,15,10,5,26,3,349
45.3789,2023,12,15,10,8,24,3,349
96.04,2023,12,15,10,8,31,3,349
16.1553,2023,12,15,10,11,1,3,349
21.7119,2023,12,15,10,12,13,3,349
85.93865,2023,12,15,10,31,1,3,349
84.3437,2023,12,15,10,31,9,3,349
94.54795,2023,12,15,10,32,8,3,349
71.60125,2023,12,15,10,33,0,3,349
76.19745,2023,12,15,10,33,1,3,349
92.1298,2023,12,15,10,33,2,3,349
73.0933,2023,12,15,10,33,3,3,349
76.74625,2023,12,15,10,33,4,3,349
61.8429,2023,12,15,10,33,6,3,349
62.8719,2023,12,15,10,33,7,3,349
69.54325,2023,12,15,10,33,9,3,349
89.4201,2023,12,15,10,33,13,3,349
59.8192,2023,12,15,10,33,14,3,349
52.6162,2023,12,15,10,33,15,3,349
54.5713,2023,12,15,10,33,16,3,349
76.54045,2023,12,15,10,33,28,3,349
97.60065,2023,12,15,10,35,19,3,349
91.9583,2023,12,15,10,35,52,3,349
39.6508,2023,12,15,10,35,58,3,349
76.67765,2023,12,15,10,35,59,3,349
87.07055,2023,12,15,10,36,2,3,349
40.28535,2023,12,15,10,36,23,3,349
59.21895,2023,12,15,10,36,31,3,349
47.52265,2023,12,15,10,38,11,3,349
51.03839,2023,12,15,10,38,12,3,349
34.07705,2023,12,15,10,38,13,3,349
16.1553,2023,12,15,10,38,22,3,349
99.7101,2023,12,15,10,38,39,3,349
92.59285,2023,12,15,10,38,40,3,349
